File Name,Pitch Data
1347.mid,"60,62,65,62,69,72,69,67,65,67,71,69,67,69,69,69,69,65,67,69,67,69,67,65,67,71,69,67,69,69,69,72,72,72,74,74,72,74,69,69,74,72,72,72,71,72,74,72,74,74,72,72,74,71,71,69,71,69,67,65,69,72,72,74,72,72,71,71,69,71,69,67,65,67,69,67,69,72,71,69,69,69,67,65,67,69,67,69,69,67,65,67,65,65,62,64,65,64,62,60,62,62,60,60,62,62,62,67,65,65,64,60,62,64,65,64,62,62,62,64,65,64,62,64,64,62"
1348.mid,"57,57,60,62,65,65,64,65,62,65,62,62,60,65,64,65,62,60,62,65,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,65,65,67,69,67,69,72,69,67,65,64,65,67,65,67,65,65,64,62,64,65,62,62,62,65,62,62,65,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,65,64,65,62,62,60,62,65,62,65,60,62,60,62,59,60,60,57,62,62,65,64,60,64,65,67,65,65,64,62,64,65,64,62,64,65,62"
1349.mid,"60,62,65,62,65,65,64,65,67,62,65,62,62,60,62,65,65,64,62,62,65,62,62,62,65,67,65,65,64,62,62,64,65,64,62,64,65,62,65,65,67,69,67,69,72,69,69,67,65,64,65,67,65,65,67,65,65,64,62,64,65,62,62,65,62,62,65,62,62,62,65,62,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,65,64,65,62,60,62,65,62,65,60,62,60,62,59,60,60,57,62,62,62,62,65,64,60,64,65,67,65,65,64,62,64,65,64,62,64,65,62"
1350.mid,"60,62,65,64,65,60,62,65,65,64,62,64,65,64,65,64,62,60,62,65,65,64,65,67,65,64,65,64,62,62,64,65,64,65,64,62,65,67,69,69,69,71,69,71,72,71,71,71,69,67,71,67,71,71,69,69,65,65,64,62,67,67,69,65,64,62,62,65,62,60,62,65,62,60,62,65,65,64,62,60,65,67,67,60,62,65,65,64,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62"
1351.mid,"57,60,62,62,62,62,62,65,62,60,62,64,65,67,64,62,64,65,64,62,64,65,64,62,64,65,62,60,62,65,67,65,65,67,69,67,69,67,69,72,69,65,62,65,67,69,67,69,67,65,62,64,65,64,65,64,62,62,65,62,65,62,62,62,62,65,62,62,62,65,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,60,62,65,65,64,65,67,65,67,67,65,65,67,67,67,65,64,65,64,62,60,62,60,62,65,64,64,62,65,65,62"
1352.mid,"60,62,65,64,65,67,65,64,62,62,60,62,62,62,60,65,67,67,69,67,65,64,62,64,65,67,65,64,62,62,60,62,62,62,62,67,65,67,65,62,65,65,64,62,62,60,62,65,65,64,65,67,69,65,64,62,62,69,69,69,67,67,65,67,69,67,65,62"
1353.mid,"60,62,65,62,62,62,65,65,64,65,62,65,62,62,60,60,62,65,65,67,65,65,67,65,65,62,60,62,65,64,62,62,65,67,65,65,64,62,62,64,65,64,62,64,65,62,65,67,65,67,65,65,64,62,64,65,62,62,62,65,62,62,62,65,62,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,62,65,62,60,62,65,67,65,64,64,65,67,65,67,67,65,65,67,65,65,64,62,65,62,64,65,64,62,64,65,64,62,64,65,62"
1354.mid,"57,60,62,65,62,62,62,65,65,64,65,67,62,65,62,62,60,62,65,64,62,60,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,65,65,67,69,67,69,72,69,67,65,65,64,65,67,65,67,65,65,64,62,64,65,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,57,60,62,60,62,65,65,65,62,60,59,60,62,60,62,62,64,65,64,62,64,65,62"
1355.mid,"62,60,62,65,67,65,67,69,67,65,65,65,64,65,67,64,65,62,62,64,65,64,65,62,62,60,62,62,62,62,65,62,62,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60"
1356.mid,"57,57,60,62,65,62,62,62,65,65,64,65,62,65,62,62,60,60,62,65,67,65,65,62,60,62,62,65,67,65,65,64,62,62,64,65,64,62,64,65,62,65,64,65,67,65,67,65,65,64,62,64,65,62,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,65,65,64,62,65,62,65,62,64,65,60,62,62,59,60,57,55,57,62,60,60,59,57,62,62,62,62,62,62,65,64,60,64,65,67,65,65,64,62,64,65,64,62,64,65,62"
1357.mid,"62,62,60,60,62,60,59,60,59,60,62,62,64,65,64,65,64,62,60,65,64,65,67,65,64,65,64,62,62,64,65,64,65,64,62,62,67,65,67,65,65,64,62,64,65,62,62,65,62,62,62,62,65,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,57,60,62,62,65,62,62,60,60,62,65,67,65,64,65,67,67,65,65,67,65,65,67,65,65,65,64,62,60,65,64,65,67,65,65,64,62,65,62"
1358.mid,"62,60,60,62,65,69,65,67,69,67,65,65,64,65,67,64,65,62,64,65,64,65,62,62,60,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60"
1359.mid,"67,67,67,72,69,67,65,67,69,67,65,67,67,72,72,74,76,74,74,72,74,76,74,72,71,67,67,69,67,65,67,67,69,65,65,67,67,65,67,69,72,74,72,71,72,74,72,69,69,72,72,67,67,72,72,71,72,69,67"
1360.mid,"62,60,62,65,67,65,64,65,67,65,64,62,62,65,65,65,64,62,60,65,65,65,67,69,67,69,72,69,69,67,65,65,65,65,67,65,65,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67"
1361.mid,"69,65,67,67,67,69,67,67,67,65,67,67,69,67,65,65,69,72,72,72,72,72,71,72,69,65,67,69,72,69,67,72,72,72,71,72,69,67"
1362.mid,"69,67,69,65,65,67,69,69,67,67,69,67,67,72,72,72,69,69,67,69,72,69,67,67,67,67,69,67,67,69,67,65,69,71,72,71,69,67,69,69,72,69,67,67,72,72,72,71,72,69,67"
1363.mid,"65,67,71,69,71,67,65,65,67,65,65,62,65,62,65,67,67,65,65,64,62,65,62,65,65,64,65,62,64,67,69,67,69,67,65,65,67,69,69,67,65,67,69,67,69,72,69,69,69,71,72,67,69,67,67,65,65,67,69,72,67,69,67,64,67,64,65,65,64,65,64,65,67,69,67,67,69,69,67,65,67,69,69,67,67,64,67,69,72,72,71,72,74,72,72,69,71,72,71,69,67,69,69,67,69,69,72,69,69,72,69,69,67,69,72,72,67,69,64,65,67,69,72,67,64,65,62,65,62,62,60,65,67,69,71,71,69,67,65,67,69,67,67,69,71,72,71,69,72,67,69,72,69,67,64,67,64,65,65,64"
1364.mid,"57,60,62,65,62,65,65,64,65,62,65,62,62,60,60,62,65,64,62,60,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,65,65,67,69,67,69,72,69,67,65,65,67,65,65,64,65,67,65,67,65,65,64,62,64,65,62,62,65,62,62,65,62,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,64,60,62,65,65,65,67,65,65,64,62,64,65,64,62,64,65,62"
1365.mid,"60,62,65,62,62,65,65,64,65,62,65,62,62,60,62,65,62,62,65,67,65,65,64,62,62,64,65,64,62,64,65,62,62,67,65,65,64,62,64,65,62,62,65,62,65,64,65,67,65,65,64,62,65,62,62,60,65,65,64,62,65,64,60,62,65,62,60,62,60,62,59,60,60,57,62,62,65,64,60,64,65,67,65,65,64,62,64,65,64,62,64,65,62"
1366.mid,"57,60,62,65,64,62,62,62,62,62,65,65,64,65,62,65,62,62,60,60,62,65,65,65,67,65,65,62,60,62,65,64,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,60,62,65,64,65,67,65,64,65,67,65,67,65,65,65,64,62,64,65,62,65,65,64,60,62,65,64,62,64,65,64,62,60,62,64,65,64,62,64,65,62"
1367.mid,"72,71,72,74,72,74,76,74,74,72,74,72,72,71,74,77,74,72,74,77,76,74,74,76,77,79,79,76,76,79,77,77,76,74,74,76,77,76,74,72,74,76,77,76,74,76,77,74,67,69,67,69,67,65,67,69,72,72,71,72,74,72,74,74,72,72,72,71,72,71,69,72,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,67,65,65,69,72,72,71,74,72,72,71,69,72,74,76,77,76,77,76,74,76,74,74,74,76,77,76,74,72,72,72,71,69,67,72,74,76,76,74,74,71,72,74,72,71,69,69,71,72,71,69,69,67,67,67,69,72,69,67,69,69,67"
1368.mid,"62,65,67,69,67,67,67,62,65,64,65,67,67,69,67,65,67,67,67,69,67,69,67,65,67,65,65,67,69,72,72,71,72,72,71,72,72,69,72,67,69,67,65,67,69,67,69,69,67,72,72,72,74,72,69,72,69,72,71,72,69,67,65,67,67,65,67,69,71,72,69,71,72,69,72,67,67,65,65,69,72,72,71,69,67,69,67,69,67,65,67,69,72,67,67,65,67,69,67,65,65,69,72,72,72,69,72,67,69,67,65,67,69,67,69,69,67"
1369.mid,"60,62,65,62,69,72,69,69,69,69,67,69,69,67,69,67,67,69,72,72,67,72,69,65,69,67,65,67,69,67,65,65,65,69,67,65,65,64,62,65,62,64,65,67,65,64,65,67,69,65,67,65,64,62,64,65,64,65,64,62,62,67,65,67,69,67,67,67,67,67,69,69,69,67,65,65,67,69,69,67,65,69,69,67,72,71,72,72,69,72,67,69,67,65,67,65,67,69,67,69,67,65,65,67,65,69,71,69,71,69,67,69,67,65,67,69,67,69,67,69,65,67,65,67,64,65,65,62,65,64,65,67,65,65,64,67,69,67,69,67,65,64,64,65,67,65,67,67,65,69,67,65,67,65,65,64,62,65,64,65,69,62,60,64,65,67,65,67,65,64,65,62,60,62,62,64,65,64,65,64,62"
1370.mid,"67,69,67,67,69,65,67,69,72,72,71,72,74,72,74,76,74,74,72,74,72,72,69,71,72,74,72,72,69,72,67,69,67,65,67,69,67,69,67,65,62,64,67,62,60,59,60,62,65,67,67,62,64,67,64,60,64,67,67,69,67,69,67,65,65,64,62,64,65,67,65,65,65,64,62,62,64,62,62,60,60,59,60,60,64,62,64,67,64,62,60,59,60,62,60,59,60,59,57,55,57,55,57,57,55,67,69,72,72,69,72,74,74,76,74,72,71,71,72,74,67,65,69,72,71,72,74,72,69,67,69,72,69,67,65,67,69,67,69,69,67"
1371.mid,"72,71,72,74,72,74,76,74,74,72,74,72,72,69,71,72,74,72,72,69,71,72,74,72,71,69,67,69,69,67,74,77,74,77,74,74,77,74,74,76,77,76,74,76,77,74,74,72,74,72,69,72,69,74,72,71,72,69,67,69,67,67,69,69,67,69,64,65,67,67,69,72,69,72,69,67,67,69,67,67,69,67,67,67,69,67,67,67,67,69,72,72,71,72,74,72,74,76,74,74,72,74,72,72,72,69,71,72,74,72,72,69,71,72,71,69,67,69,69,67,67,69,72,71,72,74,77,74,74,74,74,72,72,74,72,72,74,76,72,72,71,69,67,69,69,67,72,67,69,72,72,72,76,74,72,72,71,69,72,69,71,72,71,69,67,69,69,67"
1372.mid,"60,62,65,62,62,62,62,62,65,65,64,65,62,65,62,62,60,60,62,65,65,65,67,65,64,62,60,62,62,65,67,65,65,64,62,64,65,64,62,64,65,62,65,65,67,69,67,69,72,69,67,65,67,65,64,65,67,65,67,65,65,64,62,64,65,62,62,62,64,65,64,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,62,57,60,62,65,62,62,62,62,65,62,62,65,62,62,62,60,62,65,67,65,64,64,65,67,65,67,67,65,65,65,67,65,65,65,65,64,62,65,62,64,65,64,62,64,65,64,62,64,65,62"
1373.mid,"62,62,65,67,69,67,67,67,69,67,67,67,67,69,72,69,69,69,67,69,72,67,69,67,67,65,67,69,72,69,67,69,65,67,69,71,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,69,72,69,65,67,72,74,72,71,72,74,74,72,72,74,69,72,69,67,65,69,72,69,69,67,72,72,72,71,72,71,69,67,69,67,69,67,65,67,67,65,65,67,69,72,67,67,67,67,65,67,65,64,65,62,65,60,62,64,65,64,65,64,62,65,67,69,67,67,69,69,69,67,69,72,67,67,65,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
1374.mid,"62,65,67,69,67,65,67,69,67,67,67,67,67,69,72,67,69,67,69,72,67,69,67,67,65,72,72,71,69,71,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,69,72,69,65,67,72,74,72,72,69,72,74,72,72,72,74,74,72,72,74,69,72,69,67,65,65,69,72,69,69,67,72,72,71,72,71,69,67,69,67,69,67,65,67,67,65,65,69,69,72,67,69,67,67,67,67,67,65,67,65,64,65,62,65,60,62,64,65,64,65,64,62,62,65,67,69,67,67,69,69,69,67,69,72,67,67,65,67,69,67,67,69,67,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
1375.mid,"57,60,62,65,62,62,62,62,65,65,64,65,67,62,65,62,62,60,60,62,65,65,67,65,65,62,60,62,62,65,69,65,65,64,62,62,64,65,64,62,64,65,62,65,65,65,67,69,67,69,72,69,69,67,65,65,67,65,65,65,64,65,67,65,67,65,65,65,64,62,64,65,62,62,62,65,62,62,65,62,62,65,62,62,64,65,64,62,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,64,60,62,65,62,64,65,64,62,62,64,65,64,62,64,65,62"
1376.mid,"69,67,69,67,65,67,72,69,72,71,69,69,67,64,65,67,65,64,62,62,69,72,69,67,69,72,72,71,69,67,69,69,72,76,72,71,69,67,69,69,74,72,71,72,69,69,69,67,67,69,67,69,67,65,64,65,64,65,67,67,69,71,69,67,69,67,64,65,67,65,64,62,62,69,69,69,67,67,65,67,67,69"
1377.mid,"60,62,65,65,64,62,65,62,60,62,65,64,62,62,60,65,67,69,67,65,64,60,62,62,62,65,67,69,67,67,69,65,67,69,65,64,62,65,62,62,60,60,62,65,65,65,67,65,65,65,67,69,64,62,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67,65,62"
1378.mid,"60,62,65,65,64,62,60,62,65,64,62,65,64,60,60,62,67,69,69,69,67,65,67,67,69,67,69,71,71,69,69,67,65,64,65,62,62,69,67,69,71,72,69,67,67,67,69,72,74,72,71,69,72,71,69,69,69,67,65,67,69,65,64,62,65,62,62,60,60,62,64,65,67,69,65,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,69,67,65,62"
1379.mid,"60,60,62,62,60,62,65,64,62,65,62,62,60,64,65,67,67,65,64,65,62,60,62,62,69,69,67,69,65,67,67,65,64,65,67,67,65,65,64,62,62,60,62,62,69,69,67,69,71,72,69,69,67,69,67,65,64,64,67,67,69,62,62,60,64,65,67,65,64,65,64,62,64,65,67,67,69,62,60,65,67,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67,65,62"
1380.mid,"69,65,67,65,65,64,62,60,62,64,65,64,65,64,62,62,65,64,65,67,69,67,65,67,65,64,65,67,65,65,64,62,62,60,65,60,62,62,65,67,69,65,64,62,64,65,64,62,64,65,62,69,71,72,71,69,67,69,72,74,76,74,74,72,74,76,72,74,72,69,69,69,74,72,71,72,69,67,65,65,67,69,72,69,67,69,67,65,67,69,69,65,67,69,69,67,64,65,67,65,64,62,62,64,65,65,64,62,64,65,67,67,69,65,67,65,67,64,65,65,62,65,60,62,62,65,67,65,67,69,69,67,69,65,67,65,64,62,64,65,64,65,64,62"
1381.mid,"62,60,65,67,69,67,67,69,69,67,67,69,69,65,67,67,65,65,67,69,67,69,67,65,62,64,65,64,65,64,62,62,62,67,65,65,64,60,62,62,64,65,64,65,64,62,62,65,67,67,69,67,67,65,67,65,67,64,65,65,62,65,67,65,65,67,69,69,69,67,69,65,64,65,67,69,67,65,67,65,69,67,67,65,67,69,67,67,65,67,69,69,65,69,67,69,65,64,62,62,65,62,60,62,65,62,62,65,62,62,60,62,65,64,65,67,65,64,65,67,69,69,67,69,65,67,65,64,62,64,65,64,65,64,62"
1382.mid,"65,65,64,62,64,65,64,65,62,64,65,64,62,60,62,64,65,64,62,64,65,62,60,62,65,65,64,67,65,65,67,65,64,65,64,62,65,62,65,62,65,64,65,62,65,64,65,62,65,62,62,60,62,65,64,60,64,65,67,65,65,64,62,62,64,65,64,62,64,65,62,65,67,65,65,64,65,67,65,67,65,65,64,62,64,65,62,65,65,64,67,67,69,71,67,65,65,65,67,65,65,65,67,69,67,69,72,69,69,67,65,65,65,65,64,65,67,65,67,65,65,64,62,64,65,62,62,65,64,64,62,65,65,62,62,62,67,65,65,64,60,62,64,65,64,62,62,64,65,64,65,64,62"
1383.mid,"65,67,69,67,67,69,69,67,67,69,69,65,67,65,64,65,65,67,69,67,69,72,69,65,69,72,69,69,67,67,69,69,67,65,64,64,65,67,65,67,67,65,65,67,69,67,67,69,69,65,67,69,67,65,67,65,67,64,65,65,62,65,64,65,67,65,62,64,65,64,62,60,62,60,62,65,62,60,62,65,67,65,64,67,69,67,71,69,67,69,71,69,67,69,71,69,67,67,65,65,65,67,69,67,65,67,67,65"
1384.mid,"65,67,71,71,69,71,69,67,69,67,69,71,72,74,72,72,69,71,72,71,69,69,69,69,67,67,69,67,65,67,67,69,67,65,67,69,67,65,67,67,65,65,62,65,65,67,65,65,67,71,65,67,65,65,69,71,69,67,69,71,69,67,67,69,67,65,67,65"
1385.mid,"65,67,69,67,67,69,67,67,67,67,69,72,69,69,69,67,69,72,67,69,67,67,65,69,65,67,69,67,69,72,69,67,69,65,67,69,71,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,69,72,69,65,69,72,74,72,72,72,69,71,72,74,74,72,72,74,72,69,71,72,71,69,67,69,69,67,65,67,69,72,69,69,67,72,72,71,72,71,69,67,69,67,69,67,65,67,65,67,65,67,69,69,69,67,67,67,65,67,65,67,69,65,64,62,65,60,62,64,65,64,65,64,62,67,67,69,67,65,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
1386.mid,"62,62,65,67,69,67,69,65,62,62,65,64,60,62,62,67,65,67,69,67,67,69,71,72,71,69,72,69,72,67,69,67,65,65,67,69,69,69,67,65,67,69,69,62,62,65,67,69,67,69,72,67,69,67,67,65,67,69,72,69,72,69,67,67,67,69,67,67,65,69,72,72,71,72,69,72,69,72,72,71,69,67,69,67,67,69,67,67,65,67,69,71,72,69,72,69,67,69,67,65,67,67,71,72,69,67,69,72,69,67,69,72,69,67,65,67,69,69,67,65,67,65,67,69,65,64,62,65,60,62,64,65,64,65,64,62,65,64,65,67,67,69,67,65,64,65,67,67,69,72,69,72,69,67"
1387.mid,"65,69,72,69,72,74,72,74,74,71,72,72,71,71,71,69,67,71,69,71,72,72,71,71,69,71,71,69,65,67,69,69,69,72,69,69,67,69,69,69,72,69,67,67,69,71,69,67,65,67,69,67,65,67,67,65,65,67,69,69,67,67,69,72,67,67,65,65,65,69,72,72,72,69,71,72,71,69,69,67,65,67,69,72,72,71,71,69,71,71,69,74,74,72,71,69,72,69,67,69,69,72,67,69,67,67,65,65,67,69,67,69,69,69,72,69,67,67,69,71,69,67,65,67,69,67,65,67,67,65"
1388.mid,"62,65,67,69,67,67,67,69,67,67,69,72,69,69,69,67,69,72,67,69,67,67,65,67,69,67,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67,65,67,69,69,69,67,69,67,67,67,69,67,67,67,67,67,65,64,62,65,65,65,64,62,65,62,60,62,64,65,64,62,64,65,62,62,65,67,65,65,64,62,60,62,65,67,69,67,67,67,69,72,67,69,67,67,65,65,69,72,72,72,69,67,71,67,69,71,69,67,69,71,69,67,69,71,67"
1389.mid,"72,72,74,74,72,74,72,72,74,72,72,69,72,67,69,67,65,67,69,67,69,69,67,69,69,67,69,67,67,65,65,69,72,71,72,74,74,72,72,71,69,67,69,69,65,69,72,72,74,72,71,74,71,72,72,71,67,69,72,72,72,71,69,69,69,67,69,72,69,71,72,71,67,69,67,69,67,65,67,67,65,65,69,72,72,74,72,74,72,72,69,71,72,71,69,67,69,69,67,67,65,65,64,62,62,69,69,72,72,67"
1390.mid,"72,65,71,69,71,72,72,65,72,69,72,74,72,72,72,71,71,71,71,69,67,69,71,67,71,69,71,72,72,65,72,69,72,74,72,71,69,69,67,67,65,69,69,72,69,65,65"
1391.mid,"62,65,67,69,67,67,69,67,67,69,67,69,65,65,62,65,65,67,69,67,67,65,64,65,65,64,65,67,69,67,69,67,67,67,69,72,69,65,67,67,69,72,69,67,69,69,67,69,72,72,71,69,67,71,72,69,67,69,67,69,72,69,65,65,65,65,64,65,65,67,69,67,67,65,64,65,65,64,69,72,72,71,69,67,72,74,72,69,69,71,72,69,69,67,69,71,71,69,72,69,69,67,69,71,72,69,72,67,64,65,67,65,64,65,64,62,65,62,62,64,67,69,67,65,65,67,69,72,69,67,69,67,67,69,69,67,67,65,67,65,65,65,62,65,67,65,64,65,65,64"
1392.mid,"72,72,74,72,72,69,71,72,71,69,69,67,72,71,72,69,69,72,69,69,69,67,69,72,71,74,71,72,72,71,72,72,74,72,72,71,69,69,71,72,71,69,67,67,69,72,72,71,72,72,69,72,71,69,67,69,69,67"
1393.mid,"67,72,71,72,74,72,74,76,74,76,76,74,76,76,76,74,76,79,76,76,74,72,74,76,74,76,74,72,71,72,72,69,72,74,76,74,76,74,72,74,76,72,72,71,69,67,69,69,67,67,72,67,69,72,72,74,72,72,72,74,74,72,72,71,69,72,72,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,67,69,72,69,72,69,67,65,65,67,69,67,69,72,69,69,72,74,76,74,74,74,72,72,71,69,71,72,74,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67"
1394.mid,"65,69,72,74,72,72,71,69,69,72,74,72,69,71,72,74,72,74,74,72,69,67,69,71,72,71,69,67,67,69,71,69,67,65,67,69,67,65,67,67,65,65,67,69,69,71,72,67,69,67,67,65,65,69,72,72,72,71,67,72,71,72,74,72,69,71,72,71,69,72,72,72,71,69,69,71,72,67,65,65,69,72,72,71,69,72,69,67,69,69,72,67,69,67,67,65,65,67,69,69,72,67,69,67,65,67,67,65,65,69,72,72,71,72,74,72,74,74,72,69,67,69,69,72,69,67,67,69,71,69,67,65,67,69,67,65,67,67,65"
1395.mid,"57,57,60,62,62,65,65,64,65,67,62,65,62,62,60,62,65,64,62,60,62,62,65,67,65,65,64,62,62,64,65,64,62,64,65,62,65,65,67,69,69,67,67,64,65,67,65,67,65,65,64,62,64,65,62,62,62,65,62,62,64,65,64,62,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,57,60,62,65,64,62,62,64,65,62,62,62,65,62,62,62,60,62,65,67,65,64,64,65,67,65,67,67,65,65,65,64,62,60,62,65,62,64,65,64,62,62,64,65,64,62,64,65,62"
1396.mid,"57,57,60,62,65,62,62,62,65,65,64,65,67,62,65,62,62,60,62,65,64,65,62,62,60,62,65,65,65,67,67,67,65,65,64,62,65,62,64,65,64,62,64,65,64,62,64,65,62,65,64,65,67,65,67,65,65,65,64,62,64,65,62,62,65,62,62,64,65,64,62,62,60,62,65,64,65,67,65,65,64,62,65,62,62,60,62,65,65,64,65,62,60,62,65,62,65,60,62,60,62,59,60,60,57,62,62,62,65,64,60,64,65,67,65,65,64,62,64,65,64,62,64,65,62"
1397.mid,"64,62,67,69,72,72,72,71,69,72,72,74,72,72,72,72,71,69,67,65,67,69,67,65,67,69,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,69,72,69,67,69,69,67,67,67,69,65,67,67,65,65,65,64,62,65,64,65,67,67,69,67,67,65,64,65,65,64,69,67,65,67,69,67,69,67,67,62,65,64,65,67,67,69,67,67,65,64,65,65,64,67,67,69,72,72,72,71,69,69,72,74,72,72,71,72,72,71,72,72,72,71,69,67,65,67,69,67,67,69,67,67,69,72,72,71,72,74,72,69,67,65,65,67,69,72,69,67,69,69,67,69,72,69,67,69,67,67,65,67,65,65,67,69,67,69,65,67,69,67,67,65,64,65,65,64,65,64,62,65,65,69,72,67,65,65,67,65,65,67,62,64,65,64,62,60,62,65,62,62,60,65,65,64,62,65,67,67,65,67,69,67,67,67,64"
1398.mid,"65,65,64,62,64,65,67,67,65,64,62,60,62,65,64,64,65,64,62,64,65,67,65,67,69,69,67,64,62,65,64,64,62,62,60,62,65,65,64,62,62,65,67,69,67,65,65,64,62,64,62,60,62,64,64,69,67,69,69,67,65,64,62,67,67,69,69,62,65,64,65,67,65,64,62,62,64,65,60,62,65,65,65,64,62,65,67,69,67,65,64,62,64,62,60,62,64,64,57,60,62,62,60,60,60,59,57,60,62,62,62,65,64,62,64,65,67,67,65,64,65,62,60,62,60,60,62,64,65,67,65,65,64,64,62,64,67,69,69,67,65,64,62,64,64,64,60,62,65,64,62,65,67,69,67,69,62,65,65,64,62,64,65,67,65,64,62,64,64,62,64,65,67,65,64,62,64,64,69,67,69,67,65,64,62,64,65,64,60,62,65,64,64,69,67,69,72,67,64"
1399.mid,"65,67,67,69,72,72,69,67,67,72,72,74,76,74,74,72,69,72,72,71,69,67,67,69,69,67,65,67,67,67,69,67,72,72,71,69,67,67,69,67,64,65,67,67,67"
1400.mid,"62,62,60,62,65,65,64,62,65,62,62,60,65,67,69,67,65,67,67,69,67,65,64,62,67,67,64,65,62,62,65,65,67,69,67,64,65,67,65,64,65,64,62,60,62,62,69,69,67,65,67,69,72,69,67,69,69,62,65,69,64,65,64,62,60,62,62,60,62,65,64,62,65,64,62,65,65,64,60,62,60,60,62,65,62,65,67,69,64,62,65,64,62,62,69,67,69,69,67,69,67,65,67,69,72,72,67,67,65,69,69,67,65,64,62,60,62,65,64,62,65,67,67,65,64,60,64,62,67,69,67,65,64,65,62,60,62,65,64,62,62,69,69,67,69,65,64,62,60,62,60,60,62,65,65,67,65,67,69,67,65,65,64,62,60,62,65,64,62,62,69,69,69,67,67,65,67,69,67"
1401.mid,"62,60,65,67,69,72,69,67,69,69,64,65,67,69,64,65,64,62,64,65,65,60,62,60,65,67,69,67,69,67,65,67,69,67,65,64,65,67,65,64,62,60,62,62,69,69,69,67,67,65,67,69,67"
1402.mid,"60,62,65,67,65,62,60,62,65,67,65,67,69,69,69,67,65,67,69,67,65,67,65,62,69,67,69,72,71,69,65,67,69,67,65,67,65,62,65,60,62,65,67,65,67,69,67,65,67,65,65,65,67,69,67,69,65,67,65,62,65,64,62,60,60,60,60,62,65,67,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67,65,62"
1403.mid,"60,60,62,62,65,62,62,65,65,62,64,65,64,60,65,67,69,69,69,69,67,69,72,69,69,67,64,65,67,65,64,62,62,62,67,65,67,69,67,67,67,69,65,64,62,60,62,62,62,62,62,62,67,65,67,65,67,69,67,64,65,62,60,62,62,60,60,57,60,62,62,64,65,64,62,64,65,62,62,65,67,69,64,62,65,64,62,62,60,62,65,64,62,65,62,60,65,69,69,72,69,67,69,65,65,67,69,67,64,62,65,64,62,62,62,69,69,69,67,67,65,67,69,67,65,62"
1404.mid,"71,72,74,76,74,74,77,77,76,74,72,74,76,76,74,72,74,76,74,72,71,67,69,72,72,71,69,67,67,74,74,76,74,72"
1405.mid,"67,69,67,69,72,72,71,72,69,67,69,69,72,69,67,67,69,71,72,69,72,69,67,67,67,67,69,72,72,74,72,74,72,71,69,72,71,69,67,67,67,69,71,72,69,69,67,67,69,72,69,72,67,67,67,69,72,69,67,69,72,69,67,65,67,67,67,65,64,72,72,72,69,72,72,69,67"
1406.mid,"69,67,69,67,65,67,65,67,60,62,65,64,65,67,65,64,62,62,69,72,69,69,67,69,72,72,74,72,72,67,74,76,71,72,72,69,67,69,72,74,72,71,69,72,71,69,69,69,67,65,67,69,67,69,67,64,65,67,65,62,65,64,65,67,65,64,62,62,69,69,69,67,67,65,67,67,69"
1407.mid,"65,67,69,69,69,67,65,64,65,67,65,64,62,62,65,64,62,64,65,67,69,65,64,62,69,69,69,67,67,65,67,67,69,67"
